surface,winner_rank,loser_rank
Hard,5,72
Hard,4,30
Hard,35,43
Hard,71,54
Hard,89,13
Hard,12,94
Hard,20,52
Hard,27,103
Hard,51,7
Hard,6,69
Hard,33,85
Hard,24,108
Hard,9,36
Hard,14,99
Hard,23,131
Hard,25,100
Hard,3,28
Hard,8,76
Hard,47,48
Hard,21,194
Hard,11,102
Hard,15,105
Hard,18,90
Hard,31,46
Hard,117,2
Hard,1,32
Hard,50,56
Hard,17,10
Hard,5,121
Hard,4,35
Hard,89,71
Hard,12,20
Hard,51,27
Hard,6,33
Hard,9,24
Hard,14,23
Hard,3,25
Hard,8,47
Hard,11,21
Hard,15,18
Hard,117,31
Hard,50,1
Hard,17,5
Hard,4,89
Hard,12,51
Hard,9,6
Hard,3,14
Hard,11,8
Hard,15,117
Hard,17,50
Hard,4,12
Hard,9,3
Hard,15,11
Hard,17,4
Hard,9,15
Hard,17,9
Hard,1,85
Hard,121,159
Hard,44,331
Hard,59,30
Hard,144,26
Hard,52,84
Hard,64,49
Hard,18,45
Hard,14,100
Hard,72,66
Hard,57,125
Hard,22,79
Hard,56,31
Hard,107,93
Hard,53,48
Hard,9,210
Hard,3,70
Hard,101,88
Hard,43,78
Hard,35,75
Hard,37,203
Hard,129,164
Hard,80,113
Hard,235,17
Hard,13,81
Hard,116,76
Hard,148,923
Hard,28,94
Hard,34,165
Hard,135,38
Hard,108,83
Hard,8,186
Hard,21,39
Hard,71,324
Hard,138,77
Hard,63,29
Hard,27,710
Hard,41,120
Hard,47,58
Hard,15,65
Hard,73,16
Hard,82,202
Hard,40,50
Hard,23,146
Hard,32,534
Hard,255,91
Hard,61,55
Hard,6,168
Hard,12,87
Hard,69,54
Hard,46,92
Hard,42,36
Hard,24,86
Hard,115,117
Hard,225,645
Hard,19,308
Hard,20,96
Hard,51,62
Hard,99,506
Hard,103,25
Hard,33,95
Hard,67,222
Hard,74,68
Hard,7,105
Hard,1,121
Hard,59,44
Hard,52,144
Hard,64,18
Hard,14,72
Hard,22,57
Hard,56,107
Hard,53,9
Hard,3,101
Hard,35,43
Hard,37,129
Hard,235,80
Hard,13,116
Hard,28,148
Hard,34,135
Hard,8,108
Hard,21,71
Hard,138,63
Hard,27,41
Hard,15,47
Hard,82,73
Hard,40,23
Hard,32,255
Hard,61,6
Hard,69,12
Hard,42,46
Hard,115,24
Hard,19,225
Hard,20,51
Hard,103,99
Hard,33,67
Hard,7,74
Hard,1,59
Hard,64,52
Hard,14,22
Hard,53,56
Hard,3,35
Hard,37,235
Hard,28,13
Hard,8,34
Hard,21,138
Hard,27,15
Hard,40,82
Hard,32,61
Hard,69,42
Hard,19,115
Hard,20,103
Hard,33,7
Hard,1,64
Hard,53,14
Hard,3,37
Hard,28,8
Hard,21,27
Hard,32,40
Hard,19,69
Hard,33,20
Hard,1,53
Hard,28,3
Hard,32,21
Hard,19,33
Hard,1,28
Hard,32,19
Hard,1,32
Grass,1,135
Grass,97,62
Grass,48,117
Grass,29,715
Grass,70,20
Grass,46,69
Grass,141,164
Grass,16,77
Grass,10,221
Grass,312,75
Grass,54,80
Grass,28,91
Grass,42,35
Grass,87,93
Grass,124,258
Grass,49,3
Grass,2,137
Grass,43,72
Grass,100,210
Grass,34,76
Grass,58,23
Grass,83,89
Grass,214,104
Grass,26,109
Grass,9,102
Grass,122,81
Grass,140,85
Grass,19,1039
Grass,31,94
Grass,108,107
Grass,114,40
Grass,6,60
Grass,7,53
Grass,82,78
Grass,95,155
Grass,22,86
Grass,18,220
Grass,216,55
Grass,64,38
Grass,12,98
Grass,11,37
Grass,65,1085
Grass,90,112
Grass,21,128
Grass,30,59
Grass,118,92
Grass,79,192
Grass,5,84
Grass,8,73
Grass,36,182
Grass,67,63
Grass,33,52
Grass,39,27
Grass,61,196
Grass,41,45
Grass,15,71
Grass,14,215
Grass,50,869
Grass,44,232
Grass,51,25
Grass,32,486
Grass,589,96
Grass,136,74
Grass,4,47
Grass,1,97
Grass,29,48
Grass,46,70
Grass,141,16
Grass,10,312
Grass,28,54
Grass,42,87
Grass,124,49
Grass,2,43
Grass,34,100
Grass,58,83
Grass,26,214
Grass,9,122
Grass,19,140
Grass,31,108
Grass,6,114
Grass,7,82
Grass,22,95
Grass,216,18
Grass,12,64
Grass,11,65
Grass,90,21
Grass,30,118
Grass,5,79
Grass,8,36
Grass,67,33
Grass,39,61
Grass,15,41
Grass,14,50
Grass,51,44
Grass,589,32
Grass,4,136
Grass,1,29
Grass,46,141
Grass,28,10
Grass,42,124
Grass,2,34
Grass,26,58
Grass,19,9
Grass,6,31
Grass,7,22
Grass,12,216
Grass,11,90
Grass,5,30
Grass,8,67
Grass,15,39
Grass,51,14
Grass,4,589
Grass,1,46
Grass,28,42
Grass,26,2
Grass,6,19
Grass,7,12
Grass,5,11
Grass,15,8
Grass,4,51
Grass,28,1
Grass,6,26
Grass,5,7
Grass,15,4
Grass,6,28
Grass,5,15
Grass,5,6
Clay,1,73
Clay,50,285
Clay,69,62
Clay,30,115
Clay,22,92
Clay,34,188
Clay,53,207
Clay,14,47
Clay,37,10
Clay,82,72
Clay,87,96
Clay,23,287
Clay,67,28
Clay,80,75
Clay,74,88
Clay,9,
Clay,3,152
Clay,89,64
Clay,83,107
Clay,29,68
Clay,25,127
Clay,90,146
Clay,95,330
Clay,16,76
Clay,91,11
Clay,49,108
Clay,56,71
Clay,19,43
Clay,33,51
Clay,36,138
Clay,129,139
Clay,8,230
Clay,6,38
Clay,79,86
Clay,162,126
Clay,153,27
Clay,21,44
Clay,102,164
Clay,274,55
Clay,13,114
Clay,57,15
Clay,52,42
Clay,85,113
Clay,18,142
Clay,63,32
Clay,35,99
Clay,46,240
Clay,4,45
Clay,7,39
Clay,470,48
Clay,40,156
Clay,26,78
Clay,24,205
Clay,65,54
Clay,123,60
Clay,12,120
Clay,17,98
Clay,61,81
Clay,266,66
Clay,20,94
Clay,187,31
Clay,41,118
Clay,59,58
Clay,2,77
Clay,1,50
Clay,30,69
Clay,22,34
Clay,53,14
Clay,37,82
Clay,23,87
Clay,67,80
Clay,9,74
Clay,3,89
Clay,29,83
Clay,25,90
Clay,16,95
Clay,49,91
Clay,56,19
Clay,36,33
Clay,8,129
Clay,6,79
Clay,153,162
Clay,21,102
Clay,13,274
Clay,57,52
Clay,18,85
Clay,63,35
Clay,4,46
Clay,7,470
Clay,26,40
Clay,65,24
Clay,12,123
Clay,17,61
Clay,20,266
Clay,41,187
Clay,2,59
Clay,1,30
Clay,53,22
Clay,37,23
Clay,9,67
Clay,3,29
Clay,16,25
Clay,56,49
Clay,8,36
Clay,6,153
Clay,21,13
Clay,18,57
Clay,4,63
Clay,7,26
Clay,65,12
Clay,20,17
Clay,2,41
Clay,1,53
Clay,9,37
Clay,3,16
Clay,8,56
Clay,21,6
Clay,4,18
Clay,7,65
Clay,2,20
Clay,1,9
Clay,3,8
Clay,4,21
Clay,7,2
Clay,3,1
Clay,4,7
Clay,4,3
Hard,26,72
Hard,34,52
Hard,41,20
Hard,60,13
Hard,31,44
Hard,47,324
Hard,48,39
Hard,35,37
Hard,23,59
Hard,16,73
Hard,131,40
Hard,54,50
Hard,25,63
Hard,58,27
Hard,15,29
Hard,45,21
Hard,233,83
Hard,53,62
Hard,46,221
Hard,92,38
Hard,17,36
Hard,24,64
Hard,28,43
Hard,56,32
Hard,2,26
Hard,41,34
Hard,31,60
Hard,47,10
Hard,4,48
Hard,23,35
Hard,16,131
Hard,54,7
Hard,25,11
Hard,58,15
Hard,45,233
Hard,5,53
Hard,9,46
Hard,17,92
Hard,28,24
Hard,1,56
Hard,2,41
Hard,31,47
Hard,23,4
Hard,54,16
Hard,25,58
Hard,5,45
Hard,9,17
Hard,1,28
Hard,2,31
Hard,23,54
Hard,5,25
Hard,1,9
Hard,2,23
Hard,1,5
Hard,2,1
Hard,98,93
Hard,83,225
Hard,57,192
Hard,101,70
Hard,474,227
Hard,47,85
Hard,104,48
Hard,96,77
Hard,86,331
Hard,64,97
Hard,99,82
Hard,117,81
Hard,14,98
Hard,57,83
Hard,101,35
Hard,47,474
Hard,96,104
Hard,27,86
Hard,99,64
Hard,117,6
Hard,14,57
Hard,47,101
Hard,96,27
Hard,99,117
Hard,14,47
Hard,99,96
Hard,14,99
Clay,144,98
Clay,91,157
Clay,81,42
Clay,87,69
Clay,163,73
Clay,65,89
Clay,31,67
Clay,100,181
Clay,75,124
Clay,40,116
Clay,102,84
Clay,826,168
Clay,23,144
Clay,91,81
Clay,25,87
Clay,65,163
Clay,31,100
Clay,29,75
Clay,40,102
Clay,16,826
Clay,91,23
Clay,65,25
Clay,29,31
Clay,16,40
Clay,65,91
Clay,29,16
Clay,29,65
Hard,8,1
Hard,9,5
Hard,9,3
Hard,3,5
Hard,2,9
Hard,2,5
Hard,2,3
Hard,6,8
Hard,8,4
Hard,6,4
Hard,6,10
Hard,4,10
Hard,8,2
Hard,6,9
Hard,6,8
Hard,57,88
Hard,70,62
Hard,54,56
Hard,242,212
Hard,122,65
Hard,55,38
Hard,34,548
Hard,177,296
Hard,112,185
Hard,47,87
Hard,71,80
Hard,73,108
Hard,18,57
Hard,54,70
Hard,242,31
Hard,55,122
Hard,177,34
Hard,29,112
Hard,47,71
Hard,13,73
Hard,54,18
Hard,55,242
Hard,29,177
Hard,13,47
Hard,55,54
Hard,29,13
Hard,55,29
Clay,33,24
Clay,98,544
Clay,166,273
Clay,67,74
Clay,92,125
Clay,133,192
Clay,54,118
Clay,44,69
Clay,107,88
Clay,82,105
Clay,42,185
Clay,127,84
Clay,131,71
Clay,24,98
Clay,166,67
Clay,37,92
Clay,54,133
Clay,44,107
Clay,33,82
Clay,42,127
Clay,23,131
Clay,24,166
Clay,37,54
Clay,33,44
Clay,23,42
Clay,24,37
Clay,33,23
Clay,66,94
Clay,142,92
Clay,101,37
Clay,127,88
Clay,148,79
Clay,26,83
Clay,550,43
Clay,84,93
Clay,77,121
Clay,41,69
Clay,45,64
Clay,50,78
Clay,66,22
Clay,101,142
Clay,25,127
Clay,26,148
Clay,84,550
Clay,77,27
Clay,41,45
Clay,5,50
Clay,66,101
Clay,25,26
Clay,77,84
Clay,5,41
Clay,66,25
Clay,5,77
Clay,66,5
Grass,8,122
Grass,42,37
Grass,61,252
Grass,30,16
Grass,12,33
Grass,56,57
Grass,95,76
Grass,19,79
Grass,106,22
Grass,88,24
Grass,38,35
Grass,9,34
Grass,15,49
Grass,134,44
Grass,29,103
Grass,5,66
Grass,42,8
Grass,30,61
Grass,12,56
Grass,19,95
Grass,106,88
Grass,38,9
Grass,134,15
Grass,5,29
Grass,30,42
Grass,12,19
Grass,38,106
Grass,5,134
Grass,12,30
Grass,5,38
Grass,5,12
Hard,69,20
Hard,112,193
Hard,53,1024
Hard,57,31
Hard,21,89
Hard,99,84
Hard,91,204
Hard,26,115
Hard,42,75
Hard,79,95
Hard,100,78
Hard,35,74
Hard,49,60
Hard,63,109
Hard,59,103
Hard,4,164
Hard,69,112
Hard,57,53
Hard,21,99
Hard,26,91
Hard,42,79
Hard,35,100
Hard,49,63
Hard,4,59
Hard,69,57
Hard,21,26
Hard,42,35
Hard,4,49
Hard,21,69
Hard,4,42
Hard,21,4
Hard,93,111
Hard,120,255
Hard,23,48
Hard,47,61
Hard,128,117
Hard,54,18
Hard,64,41
Hard,62,77
Hard,102,101
Hard,19,58
Hard,87,205
Hard,107,55
Hard,11,93
Hard,23,120
Hard,16,47
Hard,128,54
Hard,64,62
Hard,17,102
Hard,19,87
Hard,12,107
Hard,11,23
Hard,16,128
Hard,17,64
Hard,19,12
Hard,11,16
Hard,17,19
Hard,11,17
Hard,77,3
Hard,36,55
Hard,66,68
Hard,14,161
Hard,12,199
Hard,43,81
Hard,35,73
Hard,16,50
Hard,15,93
Hard,124,59
Hard,116,83
Hard,10,39
Hard,29,27
Hard,57,
Hard,97,34
Hard,1,51
Hard,77,36
Hard,66,14
Hard,12,43
Hard,35,16
Hard,15,124
Hard,116,10
Hard,29,57
Hard,1,97
Hard,66,77
Hard,35,12
Hard,15,116
Hard,1,29
Hard,35,66
Hard,1,15
Hard,1,35
Hard,2,63
Hard,71,50
Hard,134,199
Hard,107,36
Hard,11,59
Hard,42,133
Hard,53,1277
Hard,20,74
Hard,12,46
Hard,72,56
Hard,55,507
Hard,10,128
Hard,32,58
Hard,44,40
Hard,68,73
Hard,1,69
Hard,2,71
Hard,107,134
Hard,42,11
Hard,20,53
Hard,12,72
Hard,10,55
Hard,44,32
Hard,1,68
Hard,2,107
Hard,42,20
Hard,10,12
Hard,1,44
Hard,2,42
Hard,1,10
Hard,2,1
Clay,64,192
Clay,104,207
Clay,148,37
Clay,48,63
Clay,138,350
Clay,57,87
Clay,74,78
Clay,149,82
Clay,95,76
Clay,105,36
Clay,412,85
Clay,174,79
Clay,64,13
Clay,104,148
Clay,34,48
Clay,57,138
Clay,74,149
Clay,27,95
Clay,412,105
Clay,14,174
Clay,104,64
Clay,34,57
Clay,74,27
Clay,412,14
Clay,34,104
Clay,74,412
Clay,74,34
Hard,54,103
Hard,180,117
Hard,43,44
Hard,49,74
Hard,91,83
Hard,37,57
Hard,27,89
Hard,202,53
Hard,84,139
Hard,30,397
Hard,48,190
Hard,141,85
Hard,16,54
Hard,43,180
Hard,19,49
Hard,37,91
Hard,27,202
Hard,21,84
Hard,30,48
Hard,8,141
Hard,43,16
Hard,19,37
Hard,27,21
Hard,8,30
Hard,19,43
Hard,8,27
Hard,19,8
Clay,65,67
Clay,84,99
Clay,56,54
Clay,61,114
Clay,69,88
Clay,66,62
Clay,94,73
Clay,57,176
Clay,74,409
Clay,91,288
Clay,43,80
Clay,42,70
Clay,52,86
Clay,126,81
Clay,312,115
Clay,41,75
Clay,49,65
Clay,84,37
Clay,56,26
Clay,10,61
Clay,5,69
Clay,66,32
Clay,94,31
Clay,21,57
Clay,20,74
Clay,91,23
Clay,43,35
Clay,9,42
Clay,18,52
Clay,19,126
Clay,40,312
Clay,1,41
Clay,84,49
Clay,56,10
Clay,5,66
Clay,94,21
Clay,91,20
Clay,9,43
Clay,19,18
Clay,1,40
Clay,84,56
Clay,5,94
Clay,9,91
Clay,1,19
Clay,5,84
Clay,9,1
Clay,5,9
Hard,116,75
Hard,33,43
Hard,17,69
Hard,16,224
Hard,44,91
Hard,22,35
Hard,36,165
Hard,41,61
Hard,66,18
Hard,85,63
Hard,52,23
Hard,26,88
Hard,20,155
Hard,32,77
Hard,15,30
Hard,24,45
Hard,38,84
Hard,29,197
Hard,42,48
Hard,56,28
Hard,13,46
Hard,31,19
Hard,143,64
Hard,55,98
Hard,3,116
Hard,33,17
Hard,16,44
Hard,22,9
Hard,36,7
Hard,66,41
Hard,52,85
Hard,11,26
Hard,20,12
Hard,32,15
Hard,24,38
Hard,8,29
Hard,42,10
Hard,56,13
Hard,143,31
Hard,2,55
Hard,3,33
Hard,16,22
Hard,36,66
Hard,52,11
Hard,32,20
Hard,8,24
Hard,42,56
Hard,143,2
Hard,3,16
Hard,52,36
Hard,8,32
Hard,143,42
Hard,3,52
Hard,8,143
Hard,8,3
Clay,71,26
Clay,101,104
Clay,153,88
Clay,38,836
Clay,39,121
Clay,58,49
Clay,96,249
Clay,40,707
Clay,33,62
Clay,81,94
Clay,46,250
Clay,32,923
Clay,55,37
Clay,57,218
Clay,54,98
Clay,138,24
Clay,101,71
Clay,38,153
Clay,58,39
Clay,96,40
Clay,81,33
Clay,32,46
Clay,55,57
Clay,138,54
Clay,101,38
Clay,58,96
Clay,81,32
Clay,138,55
Clay,101,58
Clay,138,81
Clay,138,101
Clay,32,60
Clay,52,47
Clay,19,29
Clay,13,51
Clay,57,61
Clay,46,92
Clay,45,44
Clay,39,62
Clay,20,75
Clay,18,59
Clay,41,43
Clay,58,127
Clay,56,100
Clay,37,65
Clay,17,50
Clay,27,38
Clay,36,48
Clay,54,35
Clay,71,49
Clay,655,40
Clay,12,78
Clay,24,93
Clay,66,90
Clay,28,300
Clay,2,32
Clay,19,52
Clay,13,57
Clay,9,46
Clay,7,45
Clay,20,39
Clay,41,18
Clay,58,11
Clay,56,10
Clay,17,37
Clay,27,36
Clay,3,54
Clay,8,71
Clay,12,655
Clay,24,66
Clay,1,28
Clay,2,19
Clay,13,9
Clay,7,20
Clay,41,58
Clay,17,56
Clay,27,3
Clay,8,12
Clay,24,1
Clay,13,2
Clay,7,41
Clay,17,27
Clay,24,8
Clay,7,13
Clay,24,17
Clay,7,24
Hard,8,18
Hard,24,52
Hard,109,31
Hard,132,40
Hard,11,54
Hard,57,46
Hard,76,105
Hard,12,34
Hard,33,17
Hard,73,39
Hard,19,38
Hard,13,130
Hard,14,205
Hard,28,317
Hard,61,48
Hard,7,42
Hard,8,24
Hard,109,132
Hard,11,57
Hard,12,76
Hard,73,33
Hard,13,19
Hard,14,28
Hard,7,61
Hard,109,8
Hard,11,12
Hard,13,73
Hard,14,7
Hard,11,109
Hard,14,13
Hard,14,11
Hard,99,98
Hard,180,100
Hard,81,56
Hard,62,85
Hard,86,74
Hard,55,89
Hard,140,32
Hard,103,139
Hard,162,91
Hard,114,59
Hard,490,125
Hard,67,63
Hard,23,99
Hard,81,180
Hard,62,29
Hard,86,55
Hard,103,140
Hard,30,162
Hard,490,114
Hard,67,20
Hard,81,23
Hard,62,86
Hard,103,30
Hard,67,490
Hard,62,81
Hard,67,103
Hard,62,67
Hard,96,294
Hard,63,123
Hard,40,240
Hard,109,58
Hard,105,138
Hard,68,39
Hard,162,34
Hard,91,159
Hard,50,202
Hard,32,128
Hard,43,51
Hard,84,99
Hard,14,96
Hard,63,40
Hard,21,109
Hard,68,105
Hard,162,91
Hard,22,50
Hard,43,32
Hard,84,7
Hard,14,63
Hard,21,68
Hard,22,162
Hard,43,84
Hard,21,14
Hard,22,43
Hard,21,22
Clay,184,60
Clay,667,82
Clay,79,41
Clay,53,122
Clay,304,115
Clay,37,94
Clay,946,45
Clay,59,96
Clay,66,58
Clay,39,64
Clay,83,55
Clay,385,109
Clay,24,184
Clay,79,667
Clay,53,33
Clay,37,304
Clay,59,946
Clay,32,66
Clay,39,83
Clay,385,12
Clay,79,24
Clay,53,37
Clay,32,59
Clay,39,385
Clay,79,53
Clay,32,39
Clay,79,32
Hard,33,75
Hard,50,76
Hard,39,35
Hard,62,45
Hard,51,48
Hard,88,74
Hard,83,49
Hard,28,34
Hard,30,40
Hard,25,53
Hard,58,41
Hard,43,42
Hard,111,109
Hard,77,38
Hard,36,44
Hard,55,32
Hard,18,33
Hard,22,50
Hard,39,16
Hard,6,62
Hard,5,51
Hard,23,88
Hard,83,15
Hard,10,28
Hard,8,30
Hard,14,25
Hard,17,58
Hard,43,4
Hard,111,11
Hard,77,13
Hard,36,24
Hard,1,55
Hard,22,18
Hard,39,6
Hard,5,23
Hard,83,10
Hard,14,8
Hard,17,43
Hard,77,111
Hard,1,36
Hard,22,39
Hard,83,5
Hard,14,17
Hard,77,1
Hard,22,83
Hard,77,14
Hard,22,77
Hard,131,94
Hard,135,204
Hard,41,120
Hard,64,148
Hard,186,91
Hard,82,30
Hard,43,85
Hard,95,84
Hard,86,132
Hard,27,67
Hard,113,252
Hard,107,123
Hard,12,131
Hard,41,135
Hard,64,23
Hard,82,186
Hard,95,43
Hard,86,22
Hard,27,113
Hard,181,107
Hard,41,12
Hard,64,82
Hard,95,86
Hard,27,181
Hard,41,64
Hard,95,27
Hard,95,41
Hard,6,35
Hard,32,33
Hard,25,137
Hard,81,17
Hard,284,72
Hard,63,29
Hard,51,36
Hard,22,14
Hard,34,13
Hard,83,145
Hard,26,27
Hard,11,64
Hard,15,42
Hard,31,126
Hard,74,203
Hard,5,48
Hard,32,6
Hard,25,81
Hard,63,284
Hard,51,22
Hard,34,83
Hard,26,11
Hard,15,31
Hard,5,74
Hard,25,32
Hard,63,51
Hard,34,26
Hard,15,5
Hard,25,63
Hard,15,34
Hard,25,15
Hard,46,7
Hard,44,64
Hard,162,58
Hard,29,59
Hard,11,34
Hard,139,49
Hard,63,116
Hard,30,15
Hard,62,25
Hard,31,143
Hard,40,37
Hard,12,55
Hard,16,45
Hard,52,262
Hard,214,324
Hard,5,115
Hard,46,44
Hard,29,162
Hard,11,139
Hard,30,63
Hard,31,62
Hard,40,12
Hard,52,16
Hard,5,214
Hard,29,46
Hard,11,30
Hard,31,40
Hard,5,52
Hard,11,29
Hard,31,5
Hard,11,31
Hard,4,68
Hard,54,94
Hard,100,50
Hard,52,30
Hard,19,60
Hard,93,58
Hard,46,37
Hard,21,82
Hard,23,105
Hard,44,366
Hard,57,41
Hard,10,69
Hard,28,84
Hard,49,38
Hard,40,43
Hard,2,76
Hard,4,54
Hard,100,52
Hard,19,93
Hard,21,46
Hard,23,44
Hard,10,57
Hard,28,49
Hard,2,40
Hard,4,100
Hard,19,21
Hard,10,23
Hard,2,28
Hard,19,4
Hard,2,10
Hard,2,19
Clay,88,837
Clay,72,89
Clay,62,34
Clay,33,46
Clay,64,79
Clay,26,113
Clay,61,42
Clay,314,47
Clay,85,59
Clay,28,259
Clay,344,271
Clay,78,57
Clay,9,88
Clay,62,72
Clay,33,22
Clay,26,64
Clay,314,61
Clay,85,20
Clay,28,344
Clay,3,78
Clay,9,62
Clay,33,26
Clay,85,314
Clay,3,28
Clay,33,9
Clay,3,85
Clay,3,33
Grass,155,79
Grass,146,55
Grass,49,40
Grass,53,109
Grass,52,63
Grass,25,123
Grass,33,34
Grass,80,51
Grass,48,139
Grass,31,73
Grass,187,145
Grass,302,75
Grass,155,12
Grass,49,146
Grass,16,53
Grass,52,25
Grass,33,80
Grass,14,48
Grass,31,187
Grass,302,5
Grass,49,155
Grass,16,52
Grass,33,14
Grass,31,302
Grass,16,49
Grass,33,31
Grass,16,33
Clay,316,66
Clay,80,70
Clay,53,248
Clay,71,120
Clay,47,108
Clay,48,125
Clay,122,52
Clay,150,97
Clay,62,99
Clay,57,64
Clay,118,110
Clay,157,63
Clay,25,316
Clay,80,53
Clay,71,37
Clay,47,48
Clay,150,122
Clay,62,36
Clay,118,57
Clay,157,27
Clay,25,80
Clay,47,71
Clay,62,150
Clay,157,118
Clay,47,25
Clay,62,157
Clay,47,62
Clay,103,61
Clay,113,243
Clay,39,237
Clay,100,337
Clay,93,65
Clay,46,84
Clay,56,51
Clay,89,134
Clay,348,115
Clay,38,117
Clay,119,166
Clay,88,52
Clay,24,103
Clay,39,113
Clay,100,29
Clay,46,93
Clay,89,56
Clay,33,348
Clay,38,119
Clay,88,16
Clay,39,24
Clay,46,100
Clay,89,33
Clay,88,38
Clay,46,39
Clay,89,88
Clay,46,89
Grass,178,186
Grass,131,622
Grass,122,108
Grass,185,120
Grass,249,235
Grass,127,126
Grass,142,112
Grass,171,173
Grass,140,129
Grass,422,101
Grass,203,211
Grass,201,274
Grass,25,178
Grass,131,122
Grass,185,41
Grass,249,127
Grass,142,171
Grass,72,140
Grass,203,422
Grass,21,201
Grass,131,25
Grass,249,185
Grass,142,72
Grass,21,203
Grass,249,131
Grass,21,142
Grass,21,249
Clay,196,714
Clay,82,192
Clay,113,70
Clay,87,92
Clay,313,205
Clay,36,214
Clay,61,99
Clay,95,66
Clay,170,109
Clay,50,120
Clay,114,67
Clay,132,85
Clay,18,196
Clay,82,113
Clay,31,87
Clay,313,36
Clay,61,95
Clay,170,27
Clay,50,114
Clay,13,132
Clay,18,82
Clay,31,313
Clay,170,61
Clay,50,13
Clay,31,18
Clay,170,50
Clay,31,170
Grass,32,3
Grass,80,404
Grass,193,47
Grass,14,58
Grass,698,6
Grass,60,77
Grass,87,1062
Grass,11,41
Grass,55,20
Grass,39,59
Grass,149,25
Grass,7,21
Grass,10,62
Grass,26,51
Grass,28,235
Grass,90,1
Grass,32,80
Grass,14,193
Grass,60,698
Grass,11,87
Grass,55,39
Grass,7,149
Grass,26,10
Grass,28,90
Grass,32,14
Grass,11,60
Grass,7,55
Grass,26,28
Grass,32,11
Grass,7,26
Grass,32,7
Clay,109,81
Clay,273,115
Clay,57,77
Clay,71,162
Clay,455,96
Clay,48,209
Clay,39,118
Clay,63,72
Clay,158,341
Clay,32,75
Clay,53,93
Clay,78,128
Clay,18,109
Clay,273,57
Clay,20,71
Clay,48,455
Clay,63,39
Clay,158,29
Clay,53,32
Clay,78,16
Clay,18,273
Clay,20,48
Clay,158,63
Clay,78,53
Clay,20,18
Clay,158,78
Clay,20,158
Hard,56,52
Hard,61,51
Hard,33,53
Hard,89,74
Hard,71,
Hard,28,1035
Hard,44,26
Hard,324,55
Hard,58,447
Hard,36,60
Hard,70,195
Hard,54,69
Hard,19,56
Hard,33,61
Hard,23,89
Hard,71,28
Hard,44,324
Hard,58,21
Hard,36,70
Hard,54,434
Hard,33,19
Hard,23,71
Hard,44,58
Hard,36,54
Hard,23,33
Hard,44,36
Hard,23,44
Hard,141,1
Hard,36,62
Hard,81,93
Hard,117,23
Hard,17,43
Hard,41,65
Hard,37,175
Hard,9,59
Hard,5,44
Hard,71,63
Hard,104,332
Hard,31,51
Hard,21,109
Hard,54,86
Hard,64,75
Hard,13,
Hard,11,105
Hard,95,111
Hard,92,108
Hard,14,34
Hard,28,53
Hard,121,119
Hard,74,89
Hard,7,33
Hard,12,103
Hard,84,83
Hard,60,454
Hard,22,167
Hard,32,79
Hard,40,87
Hard,107,157
Hard,2,35
Hard,141,36
Hard,117,81
Hard,17,41
Hard,37,9
Hard,5,71
Hard,31,104
Hard,54,21
Hard,13,64
Hard,11,95
Hard,14,92
Hard,121,28
Hard,7,74
Hard,84,12
Hard,22,60
Hard,40,32
Hard,2,107
Hard,141,117
Hard,17,37
Hard,5,31
Hard,54,13
Hard,11,14
Hard,7,121
Hard,22,84
Hard,2,40
Hard,141,17
Hard,5,54
Hard,7,11
Hard,2,22
Hard,141,5
Hard,2,7
Hard,2,141
Hard,7,5
Clay,6,493
Clay,47,77
Clay,90,168
Clay,19,62
Clay,71,11
Clay,83,141
Clay,118,55
Clay,24,51
Clay,46,23
Clay,50,93
Clay,45,101
Clay,338,9
Clay,33,32
Clay,73,94
Clay,53,72
Clay,5,66
Clay,6,47
Clay,19,90
Clay,71,83
Clay,118,24
Clay,46,50
Clay,45,338
Clay,33,73
Clay,5,53
Clay,19,6
Clay,71,118
Clay,45,46
Clay,5,33
Clay,71,19
Clay,45,5
Clay,45,71
Hard,71,133
Hard,106,98
Hard,90,74
Hard,108,311
Hard,153,147
Hard,93,75
Hard,63,833
Hard,67,62
Hard,102,371
Hard,82,96
Hard,437,154
Hard,57,269
Hard,55,156
Hard,158,59
Hard,65,100
Hard,205,120
Hard,17,71
Hard,53,106
Hard,37,90
Hard,29,108
Hard,24,153
Hard,36,93
Hard,63,33
Hard,27,67
Hard,26,102
Hard,82,40
Hard,35,437
Hard,19,57
Hard,25,55
Hard,158,34
Hard,41,65
Hard,16,205
Hard,17,53
Hard,29,37
Hard,24,36
Hard,27,63
Hard,26,82
Hard,35,19
Hard,25,158
Hard,16,41
Hard,17,29
Hard,27,24
Hard,35,26
Hard,25,16
Hard,17,27
Hard,35,25
Hard,17,35
Hard,122,47
Hard,34,31
Hard,18,133
Hard,294,12
Hard,23,43
Hard,364,53
Hard,19,29
Hard,49,32
Hard,16,26
Hard,14,35
Hard,45,33
Hard,46,50
Hard,91,62
Hard,44,109
Hard,11,48
Hard,42,17
Hard,102,27
Hard,22,38
Hard,68,54
Hard,21,36
Hard,13,107
Hard,15,58
Hard,24,37
Hard,104,20
Hard,4,122
Hard,34,18
Hard,23,294
Hard,10,364
Hard,5,19
Hard,49,16
Hard,14,45
Hard,8,46
Hard,9,91
Hard,11,44
Hard,102,42
Hard,6,22
Hard,7,68
Hard,21,13
Hard,24,15
Hard,2,104
Hard,34,4
Hard,23,10
Hard,49,5
Hard,14,8
